"TIME","GEO","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2020W01","Belgium","Number","Total","Total","2,243","p"
"2020W01","Belgium","Number","Total","From 75 to 79 years","228","p"
"2020W01","Belgium","Number","Total","From 80 to 84 years","357","p"
"2020W01","Belgium","Number","Total","From 85 to 89 years","449","p"
"2020W01","Belgium","Number","Total","90 years or over","523","p"
"2020W01","Bulgaria","Number","Total","Total","2,110","p"
"2020W01","Bulgaria","Number","Total","From 75 to 79 years","293","p"
"2020W01","Bulgaria","Number","Total","From 80 to 84 years","356","p"
"2020W01","Bulgaria","Number","Total","From 85 to 89 years","345","p"
"2020W01","Bulgaria","Number","Total","90 years or over","203","p"
"2020W01","Czechia","Number","Total","Total","2,305","p"
"2020W01","Czechia","Number","Total","From 75 to 79 years","337","p"
"2020W01","Czechia","Number","Total","From 80 to 84 years","325","p"
"2020W01","Czechia","Number","Total","From 85 to 89 years","367","p"
"2020W01","Czechia","Number","Total","90 years or over","328","p"
"2020W01","Denmark","Number","Total","Total","1,117","p"
"2020W01","Denmark","Number","Total","From 75 to 79 years","151","p"
"2020W01","Denmark","Number","Total","From 80 to 84 years","158","p"
"2020W01","Denmark","Number","Total","From 85 to 89 years","218","p"
"2020W01","Denmark","Number","Total","90 years or over","200","p"
"2020W01","Germany (until 1990 former territory of the FRG)","Number","Total","Total","18,903","p"
"2020W01","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W01","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,669","p"
"2020W01","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,508","p"
"2020W01","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,921","p"
"2020W01","Estonia","Number","Total","Total","296","p"
"2020W01","Estonia","Number","Total","From 75 to 79 years","27","p"
"2020W01","Estonia","Number","Total","From 80 to 84 years","39","p"
"2020W01","Estonia","Number","Total","From 85 to 89 years","54","p"
"2020W01","Estonia","Number","Total","90 years or over","53","p"
"2020W01","Greece","Number","Total","Total","2,748","p"
"2020W01","Greece","Number","Total","From 75 to 79 years","292","p"
"2020W01","Greece","Number","Total","From 80 to 84 years","459","p"
"2020W01","Greece","Number","Total","From 85 to 89 years","638","p"
"2020W01","Greece","Number","Total","90 years or over","604","p"
"2020W01","Spain","Number","Total","Total","8,655","p"
"2020W01","Spain","Number","Total","From 75 to 79 years","899","p"
"2020W01","Spain","Number","Total","From 80 to 84 years","1,208","p"
"2020W01","Spain","Number","Total","From 85 to 89 years","1,898","p"
"2020W01","Spain","Number","Total","90 years or over","2,310","p"
"2020W01","France","Number","Total","Total","12,978","p"
"2020W01","France","Number","Total","From 75 to 79 years","990","p"
"2020W01","France","Number","Total","From 80 to 84 years","1,634","p"
"2020W01","France","Number","Total","From 85 to 89 years","2,322","p"
"2020W01","France","Number","Total","90 years or over","4,058","p"
"2020W01","Croatia","Number","Total","Total","1,012","p"
"2020W01","Croatia","Number","Total","From 75 to 79 years","113","p"
"2020W01","Croatia","Number","Total","From 80 to 84 years","196","p"
"2020W01","Croatia","Number","Total","From 85 to 89 years","196","p"
"2020W01","Croatia","Number","Total","90 years or over","131","p"
"2020W01","Italy","Number","Total","Total","13,328","p"
"2020W01","Italy","Number","Total","From 75 to 79 years","1,489","p"
"2020W01","Italy","Number","Total","From 80 to 84 years","2,335","p"
"2020W01","Italy","Number","Total","From 85 to 89 years","2,902","p"
"2020W01","Italy","Number","Total","90 years or over","3,479","p"
"2020W01","Cyprus","Number","Total","Total","141","p"
"2020W01","Cyprus","Number","Total","From 75 to 79 years","16","p"
"2020W01","Cyprus","Number","Total","From 80 to 84 years","26","p"
"2020W01","Cyprus","Number","Total","From 85 to 89 years","32","p"
"2020W01","Cyprus","Number","Total","90 years or over","22","p"
"2020W01","Latvia","Number","Total","Total","597","p"
"2020W01","Latvia","Number","Total","From 75 to 79 years","73","p"
"2020W01","Latvia","Number","Total","From 80 to 84 years","101","p"
"2020W01","Latvia","Number","Total","From 85 to 89 years","88","p"
"2020W01","Latvia","Number","Total","90 years or over","94","p"
"2020W01","Lithuania","Number","Total","Total","808","p"
"2020W01","Lithuania","Number","Total","From 75 to 79 years","96","p"
"2020W01","Lithuania","Number","Total","From 80 to 84 years","125","p"
"2020W01","Lithuania","Number","Total","From 85 to 89 years","134","p"
"2020W01","Lithuania","Number","Total","90 years or over","107","p"
"2020W01","Luxembourg","Number","Total","Total","63","p"
"2020W01","Luxembourg","Number","Total","From 75 to 79 years","9","p"
"2020W01","Luxembourg","Number","Total","From 80 to 84 years","10","p"
"2020W01","Luxembourg","Number","Total","From 85 to 89 years","8","p"
"2020W01","Luxembourg","Number","Total","90 years or over","15","p"
"2020W01","Hungary","Number","Total","Total","2,609","p"
"2020W01","Hungary","Number","Total","From 75 to 79 years","361","p"
"2020W01","Hungary","Number","Total","From 80 to 84 years","391","p"
"2020W01","Hungary","Number","Total","From 85 to 89 years","361","p"
"2020W01","Hungary","Number","Total","90 years or over","277","p"
"2020W01","Malta","Number","Total","Total","93","p"
"2020W01","Malta","Number","Total","From 75 to 79 years","7","p"
"2020W01","Malta","Number","Total","From 80 to 84 years","25","p"
"2020W01","Malta","Number","Total","From 85 to 89 years","12","p"
"2020W01","Malta","Number","Total","90 years or over","30","p"
"2020W01","Netherlands","Number","Total","Total","3,103","p"
"2020W01","Netherlands","Number","Total","From 75 to 79 years","344","p"
"2020W01","Netherlands","Number","Total","From 80 to 84 years","470","p"
"2020W01","Netherlands","Number","Total","From 85 to 89 years","583","p"
"2020W01","Netherlands","Number","Total","90 years or over","769","p"
"2020W01","Austria","Number","Total","Total","1,614","p"
"2020W01","Austria","Number","Total","From 75 to 79 years","224","p"
"2020W01","Austria","Number","Total","From 80 to 84 years","259","p"
"2020W01","Austria","Number","Total","From 85 to 89 years","286","p"
"2020W01","Austria","Number","Total","90 years or over","401","p"
"2020W01","Poland","Number","Total","Total","8,443","p"
"2020W01","Poland","Number","Total","From 75 to 79 years","807","p"
"2020W01","Poland","Number","Total","From 80 to 84 years","1,068","p"
"2020W01","Poland","Number","Total","From 85 to 89 years","1,249","p"
"2020W01","Poland","Number","Total","90 years or over","1,419","p"
"2020W01","Portugal","Number","Total","Total","2,498","p"
"2020W01","Portugal","Number","Total","From 75 to 79 years","260","p"
"2020W01","Portugal","Number","Total","From 80 to 84 years","439","p"
"2020W01","Portugal","Number","Total","From 85 to 89 years","524","p"
"2020W01","Portugal","Number","Total","90 years or over","588","p"
"2020W01","Romania","Number","Total","Total","5,288","p"
"2020W01","Romania","Number","Total","From 75 to 79 years","657","p"
"2020W01","Romania","Number","Total","From 80 to 84 years","895","p"
"2020W01","Romania","Number","Total","From 85 to 89 years","786","p"
"2020W01","Romania","Number","Total","90 years or over","551","p"
"2020W01","Slovenia","Number","Total","Total","419","p"
"2020W01","Slovenia","Number","Total","From 75 to 79 years","57","p"
"2020W01","Slovenia","Number","Total","From 80 to 84 years","71","p"
"2020W01","Slovenia","Number","Total","From 85 to 89 years","84","p"
"2020W01","Slovenia","Number","Total","90 years or over","64","p"
"2020W01","Slovakia","Number","Total","Total","1,113","p"
"2020W01","Slovakia","Number","Total","From 75 to 79 years","137","p"
"2020W01","Slovakia","Number","Total","From 80 to 84 years","127","p"
"2020W01","Slovakia","Number","Total","From 85 to 89 years","146","p"
"2020W01","Slovakia","Number","Total","90 years or over","110","p"
"2020W01","Finland","Number","Total","Total","759","p"
"2020W01","Finland","Number","Total","From 75 to 79 years","83","p"
"2020W01","Finland","Number","Total","From 80 to 84 years","116","p"
"2020W01","Finland","Number","Total","From 85 to 89 years","131","p"
"2020W01","Finland","Number","Total","90 years or over","179","p"
"2020W01","Sweden","Number","Total","Total","1,822","p"
"2020W01","Sweden","Number","Total","From 75 to 79 years","257","p"
"2020W01","Sweden","Number","Total","From 80 to 84 years","292","p"
"2020W01","Sweden","Number","Total","From 85 to 89 years","322","p"
"2020W01","Sweden","Number","Total","90 years or over","491","p"
"2020W01","United Kingdom","Number","Total","Total","13,744","p"
"2020W01","United Kingdom","Number","Total","From 75 to 79 years","1,746","p"
"2020W01","United Kingdom","Number","Total","From 80 to 84 years","2,316","p"
"2020W01","United Kingdom","Number","Total","From 85 to 89 years","2,706","p"
"2020W01","United Kingdom","Number","Total","90 years or over","3,194","p"
"2020W01","Iceland","Number","Total","Total","57","p"
"2020W01","Iceland","Number","Total","From 75 to 79 years","6","p"
"2020W01","Iceland","Number","Total","From 80 to 84 years","6","p"
"2020W01","Iceland","Number","Total","From 85 to 89 years","9","p"
"2020W01","Iceland","Number","Total","90 years or over","14","p"
"2020W01","Liechtenstein","Number","Total","Total","3","p"
"2020W01","Liechtenstein","Number","Total","From 75 to 79 years","1","p"
"2020W01","Liechtenstein","Number","Total","From 80 to 84 years","1","p"
"2020W01","Liechtenstein","Number","Total","From 85 to 89 years","0","p"
"2020W01","Liechtenstein","Number","Total","90 years or over","1","p"
"2020W01","Norway","Number","Total","Total","862","p"
"2020W01","Norway","Number","Total","From 75 to 79 years","98","p"
"2020W01","Norway","Number","Total","From 80 to 84 years","111","p"
"2020W01","Norway","Number","Total","From 85 to 89 years","166","p"
"2020W01","Norway","Number","Total","90 years or over","216","p"
"2020W01","Switzerland","Number","Total","Total","1,310","p"
"2020W01","Switzerland","Number","Total","From 75 to 79 years","147","p"
"2020W01","Switzerland","Number","Total","From 80 to 84 years","182","p"
"2020W01","Switzerland","Number","Total","From 85 to 89 years","251","p"
"2020W01","Switzerland","Number","Total","90 years or over","404","p"
"2020W01","Montenegro","Number","Total","Total","86","p"
"2020W01","Montenegro","Number","Total","From 75 to 79 years","11","p"
"2020W01","Montenegro","Number","Total","From 80 to 84 years","16","p"
"2020W01","Montenegro","Number","Total","From 85 to 89 years","11","p"
"2020W01","Montenegro","Number","Total","90 years or over","6","p"
"2020W01","Albania","Number","Total","Total","488","p"
"2020W01","Albania","Number","Total","From 75 to 79 years","63","p"
"2020W01","Albania","Number","Total","From 80 to 84 years","106","p"
"2020W01","Albania","Number","Total","From 85 to 89 years","93","p"
"2020W01","Albania","Number","Total","90 years or over","61","p"
"2020W01","Serbia","Number","Total","Total","2,045","p"
"2020W01","Serbia","Number","Total","From 75 to 79 years","263","p"
"2020W01","Serbia","Number","Total","From 80 to 84 years","401","p"
"2020W01","Serbia","Number","Total","From 85 to 89 years","313","p"
"2020W01","Serbia","Number","Total","90 years or over","168","p"
"2020W02","Belgium","Number","Total","Total","2,405","p"
"2020W02","Belgium","Number","Total","From 75 to 79 years","235","p"
"2020W02","Belgium","Number","Total","From 80 to 84 years","364","p"
"2020W02","Belgium","Number","Total","From 85 to 89 years","506","p"
"2020W02","Belgium","Number","Total","90 years or over","585","p"
"2020W02","Bulgaria","Number","Total","Total","2,276","p"
"2020W02","Bulgaria","Number","Total","From 75 to 79 years","326","p"
"2020W02","Bulgaria","Number","Total","From 80 to 84 years","348","p"
"2020W02","Bulgaria","Number","Total","From 85 to 89 years","366","p"
"2020W02","Bulgaria","Number","Total","90 years or over","225","p"
"2020W02","Czechia","Number","Total","Total","2,321","p"
"2020W02","Czechia","Number","Total","From 75 to 79 years","374","p"
"2020W02","Czechia","Number","Total","From 80 to 84 years","326","p"
"2020W02","Czechia","Number","Total","From 85 to 89 years","378","p"
"2020W02","Czechia","Number","Total","90 years or over","378","p"
"2020W02","Denmark","Number","Total","Total","1,150","p"
"2020W02","Denmark","Number","Total","From 75 to 79 years","144","p"
"2020W02","Denmark","Number","Total","From 80 to 84 years","184","p"
"2020W02","Denmark","Number","Total","From 85 to 89 years","197","p"
"2020W02","Denmark","Number","Total","90 years or over","237","p"
"2020W02","Germany (until 1990 former territory of the FRG)","Number","Total","Total","19,430","p"
"2020W02","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W02","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,743","p"
"2020W02","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,535","p"
"2020W02","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","4,090","p"
"2020W02","Estonia","Number","Total","Total","331","p"
"2020W02","Estonia","Number","Total","From 75 to 79 years","41","p"
"2020W02","Estonia","Number","Total","From 80 to 84 years","50","p"
"2020W02","Estonia","Number","Total","From 85 to 89 years","46","p"
"2020W02","Estonia","Number","Total","90 years or over","53","p"
"2020W02","Greece","Number","Total","Total","2,920","p"
"2020W02","Greece","Number","Total","From 75 to 79 years","305","p"
"2020W02","Greece","Number","Total","From 80 to 84 years","542","p"
"2020W02","Greece","Number","Total","From 85 to 89 years","642","p"
"2020W02","Greece","Number","Total","90 years or over","671","p"
"2020W02","Spain","Number","Total","Total","9,345","p"
"2020W02","Spain","Number","Total","From 75 to 79 years","948","p"
"2020W02","Spain","Number","Total","From 80 to 84 years","1,437","p"
"2020W02","Spain","Number","Total","From 85 to 89 years","2,054","p"
"2020W02","Spain","Number","Total","90 years or over","2,543","p"
"2020W02","France","Number","Total","Total","13,434","p"
"2020W02","France","Number","Total","From 75 to 79 years","1,163","p"
"2020W02","France","Number","Total","From 80 to 84 years","1,535","p"
"2020W02","France","Number","Total","From 85 to 89 years","2,399","p"
"2020W02","France","Number","Total","90 years or over","4,388","p"
"2020W02","Croatia","Number","Total","Total","1,055","p"
"2020W02","Croatia","Number","Total","From 75 to 79 years","156","p"
"2020W02","Croatia","Number","Total","From 80 to 84 years","212","p"
"2020W02","Croatia","Number","Total","From 85 to 89 years","209","p"
"2020W02","Croatia","Number","Total","90 years or over","132","p"
"2020W02","Italy","Number","Total","Total","13,849","p"
"2020W02","Italy","Number","Total","From 75 to 79 years","1,535","p"
"2020W02","Italy","Number","Total","From 80 to 84 years","2,339","p"
"2020W02","Italy","Number","Total","From 85 to 89 years","3,060","p"
"2020W02","Italy","Number","Total","90 years or over","3,680","p"
"2020W02","Cyprus","Number","Total","Total","153","p"
"2020W02","Cyprus","Number","Total","From 75 to 79 years","20","p"
"2020W02","Cyprus","Number","Total","From 80 to 84 years","33","p"
"2020W02","Cyprus","Number","Total","From 85 to 89 years","28","p"
"2020W02","Cyprus","Number","Total","90 years or over","30","p"
"2020W02","Latvia","Number","Total","Total","587","p"
"2020W02","Latvia","Number","Total","From 75 to 79 years","75","p"
"2020W02","Latvia","Number","Total","From 80 to 84 years","85","p"
"2020W02","Latvia","Number","Total","From 85 to 89 years","100","p"
"2020W02","Latvia","Number","Total","90 years or over","76","p"
"2020W02","Lithuania","Number","Total","Total","800","p"
"2020W02","Lithuania","Number","Total","From 75 to 79 years","109","p"
"2020W02","Lithuania","Number","Total","From 80 to 84 years","127","p"
"2020W02","Lithuania","Number","Total","From 85 to 89 years","123","p"
"2020W02","Lithuania","Number","Total","90 years or over","104","p"
"2020W02","Luxembourg","Number","Total","Total","87","p"
"2020W02","Luxembourg","Number","Total","From 75 to 79 years","15","p"
"2020W02","Luxembourg","Number","Total","From 80 to 84 years","14","p"
"2020W02","Luxembourg","Number","Total","From 85 to 89 years","15","p"
"2020W02","Luxembourg","Number","Total","90 years or over","17","p"
"2020W02","Hungary","Number","Total","Total","2,586","p"
"2020W02","Hungary","Number","Total","From 75 to 79 years","341","p"
"2020W02","Hungary","Number","Total","From 80 to 84 years","403","p"
"2020W02","Hungary","Number","Total","From 85 to 89 years","387","p"
"2020W02","Hungary","Number","Total","90 years or over","285","p"
"2020W02","Malta","Number","Total","Total","93","p"
"2020W02","Malta","Number","Total","From 75 to 79 years","9","p"
"2020W02","Malta","Number","Total","From 80 to 84 years","19","p"
"2020W02","Malta","Number","Total","From 85 to 89 years","12","p"
"2020W02","Malta","Number","Total","90 years or over","18","p"
"2020W02","Netherlands","Number","Total","Total","3,365","p"
"2020W02","Netherlands","Number","Total","From 75 to 79 years","427","p"
"2020W02","Netherlands","Number","Total","From 80 to 84 years","556","p"
"2020W02","Netherlands","Number","Total","From 85 to 89 years","663","p"
"2020W02","Netherlands","Number","Total","90 years or over","747","p"
"2020W02","Austria","Number","Total","Total","1,702","p"
"2020W02","Austria","Number","Total","From 75 to 79 years","250","p"
"2020W02","Austria","Number","Total","From 80 to 84 years","240","p"
"2020W02","Austria","Number","Total","From 85 to 89 years","317","p"
"2020W02","Austria","Number","Total","90 years or over","395","p"
"2020W02","Poland","Number","Total","Total","8,240","p"
"2020W02","Poland","Number","Total","From 75 to 79 years","766","p"
"2020W02","Poland","Number","Total","From 80 to 84 years","1,092","p"
"2020W02","Poland","Number","Total","From 85 to 89 years","1,309","p"
"2020W02","Poland","Number","Total","90 years or over","1,404","p"
"2020W02","Portugal","Number","Total","Total","2,654","p"
"2020W02","Portugal","Number","Total","From 75 to 79 years","268","p"
"2020W02","Portugal","Number","Total","From 80 to 84 years","481","p"
"2020W02","Portugal","Number","Total","From 85 to 89 years","527","p"
"2020W02","Portugal","Number","Total","90 years or over","654","p"
"2020W02","Romania","Number","Total","Total","5,331","p"
"2020W02","Romania","Number","Total","From 75 to 79 years","677","p"
"2020W02","Romania","Number","Total","From 80 to 84 years","929","p"
"2020W02","Romania","Number","Total","From 85 to 89 years","844","p"
"2020W02","Romania","Number","Total","90 years or over","552","p"
"2020W02","Slovenia","Number","Total","Total","426","p"
"2020W02","Slovenia","Number","Total","From 75 to 79 years","53","p"
"2020W02","Slovenia","Number","Total","From 80 to 84 years","67","p"
"2020W02","Slovenia","Number","Total","From 85 to 89 years","91","p"
"2020W02","Slovenia","Number","Total","90 years or over","77","p"
"2020W02","Slovakia","Number","Total","Total","1,105","p"
"2020W02","Slovakia","Number","Total","From 75 to 79 years","145","p"
"2020W02","Slovakia","Number","Total","From 80 to 84 years","150","p"
"2020W02","Slovakia","Number","Total","From 85 to 89 years","168","p"
"2020W02","Slovakia","Number","Total","90 years or over","117","p"
"2020W02","Finland","Number","Total","Total","1,068","p"
"2020W02","Finland","Number","Total","From 75 to 79 years","118","p"
"2020W02","Finland","Number","Total","From 80 to 84 years","183","p"
"2020W02","Finland","Number","Total","From 85 to 89 years","183","p"
"2020W02","Finland","Number","Total","90 years or over","251","p"
"2020W02","Sweden","Number","Total","Total","1,891","p"
"2020W02","Sweden","Number","Total","From 75 to 79 years","217","p"
"2020W02","Sweden","Number","Total","From 80 to 84 years","296","p"
"2020W02","Sweden","Number","Total","From 85 to 89 years","385","p"
"2020W02","Sweden","Number","Total","90 years or over","505","p"
"2020W02","United Kingdom","Number","Total","Total","15,988","p"
"2020W02","United Kingdom","Number","Total","From 75 to 79 years","1,981","p"
"2020W02","United Kingdom","Number","Total","From 80 to 84 years","2,580","p"
"2020W02","United Kingdom","Number","Total","From 85 to 89 years","3,038","p"
"2020W02","United Kingdom","Number","Total","90 years or over","3,672","p"
"2020W02","Iceland","Number","Total","Total","55","p"
"2020W02","Iceland","Number","Total","From 75 to 79 years","5","p"
"2020W02","Iceland","Number","Total","From 80 to 84 years","8","p"
"2020W02","Iceland","Number","Total","From 85 to 89 years","6","p"
"2020W02","Iceland","Number","Total","90 years or over","17","p"
"2020W02","Liechtenstein","Number","Total","Total","3","p"
"2020W02","Liechtenstein","Number","Total","From 75 to 79 years","2","p"
"2020W02","Liechtenstein","Number","Total","From 80 to 84 years","0","p"
"2020W02","Liechtenstein","Number","Total","From 85 to 89 years","0","p"
"2020W02","Liechtenstein","Number","Total","90 years or over","0","p"
"2020W02","Norway","Number","Total","Total","952","p"
"2020W02","Norway","Number","Total","From 75 to 79 years","106","p"
"2020W02","Norway","Number","Total","From 80 to 84 years","136","p"
"2020W02","Norway","Number","Total","From 85 to 89 years","167","p"
"2020W02","Norway","Number","Total","90 years or over","270","p"
"2020W02","Switzerland","Number","Total","Total","1,360","p"
"2020W02","Switzerland","Number","Total","From 75 to 79 years","159","p"
"2020W02","Switzerland","Number","Total","From 80 to 84 years","184","p"
"2020W02","Switzerland","Number","Total","From 85 to 89 years","268","p"
"2020W02","Switzerland","Number","Total","90 years or over","414","p"
"2020W02","Montenegro","Number","Total","Total","116","p"
"2020W02","Montenegro","Number","Total","From 75 to 79 years","17","p"
"2020W02","Montenegro","Number","Total","From 80 to 84 years","24","p"
"2020W02","Montenegro","Number","Total","From 85 to 89 years","21","p"
"2020W02","Montenegro","Number","Total","90 years or over","11","p"
"2020W02","Albania","Number","Total","Total","536","p"
"2020W02","Albania","Number","Total","From 75 to 79 years","93","p"
"2020W02","Albania","Number","Total","From 80 to 84 years","105","p"
"2020W02","Albania","Number","Total","From 85 to 89 years","84","p"
"2020W02","Albania","Number","Total","90 years or over","63","p"
"2020W02","Serbia","Number","Total","Total","2,108","p"
"2020W02","Serbia","Number","Total","From 75 to 79 years","301","p"
"2020W02","Serbia","Number","Total","From 80 to 84 years","383","p"
"2020W02","Serbia","Number","Total","From 85 to 89 years","375","p"
"2020W02","Serbia","Number","Total","90 years or over","167","p"
"2020W03","Belgium","Number","Total","Total","2,326","p"
"2020W03","Belgium","Number","Total","From 75 to 79 years","209","p"
"2020W03","Belgium","Number","Total","From 80 to 84 years","368","p"
"2020W03","Belgium","Number","Total","From 85 to 89 years","460","p"
"2020W03","Belgium","Number","Total","90 years or over","568","p"
"2020W03","Bulgaria","Number","Total","Total","2,187","p"
"2020W03","Bulgaria","Number","Total","From 75 to 79 years","296","p"
"2020W03","Bulgaria","Number","Total","From 80 to 84 years","371","p"
"2020W03","Bulgaria","Number","Total","From 85 to 89 years","360","p"
"2020W03","Bulgaria","Number","Total","90 years or over","232","p"
"2020W03","Czechia","Number","Total","Total","2,245","p"
"2020W03","Czechia","Number","Total","From 75 to 79 years","322","p"
"2020W03","Czechia","Number","Total","From 80 to 84 years","343","p"
"2020W03","Czechia","Number","Total","From 85 to 89 years","368","p"
"2020W03","Czechia","Number","Total","90 years or over","329","p"
"2020W03","Denmark","Number","Total","Total","1,071","p"
"2020W03","Denmark","Number","Total","From 75 to 79 years","160","p"
"2020W03","Denmark","Number","Total","From 80 to 84 years","164","p"
"2020W03","Denmark","Number","Total","From 85 to 89 years","162","p"
"2020W03","Denmark","Number","Total","90 years or over","230","p"
"2020W03","Germany (until 1990 former territory of the FRG)","Number","Total","Total","19,184","p"
"2020W03","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W03","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,764","p"
"2020W03","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,562","p"
"2020W03","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,881","p"
"2020W03","Estonia","Number","Total","Total","316","p"
"2020W03","Estonia","Number","Total","From 75 to 79 years","39","p"
"2020W03","Estonia","Number","Total","From 80 to 84 years","58","p"
"2020W03","Estonia","Number","Total","From 85 to 89 years","54","p"
"2020W03","Estonia","Number","Total","90 years or over","46","p"
"2020W03","Greece","Number","Total","Total","2,863","p"
"2020W03","Greece","Number","Total","From 75 to 79 years","271","p"
"2020W03","Greece","Number","Total","From 80 to 84 years","557","p"
"2020W03","Greece","Number","Total","From 85 to 89 years","658","p"
"2020W03","Greece","Number","Total","90 years or over","666","p"
"2020W03","Spain","Number","Total","Total","9,873","p"
"2020W03","Spain","Number","Total","From 75 to 79 years","1,041","p"
"2020W03","Spain","Number","Total","From 80 to 84 years","1,461","p"
"2020W03","Spain","Number","Total","From 85 to 89 years","2,174","p"
"2020W03","Spain","Number","Total","90 years or over","2,630","p"
"2020W03","France","Number","Total","Total","12,830","p"
"2020W03","France","Number","Total","From 75 to 79 years","1,075","p"
"2020W03","France","Number","Total","From 80 to 84 years","1,485","p"
"2020W03","France","Number","Total","From 85 to 89 years","2,369","p"
"2020W03","France","Number","Total","90 years or over","4,152","p"
"2020W03","Croatia","Number","Total","Total","1,015","p"
"2020W03","Croatia","Number","Total","From 75 to 79 years","128","p"
"2020W03","Croatia","Number","Total","From 80 to 84 years","189","p"
"2020W03","Croatia","Number","Total","From 85 to 89 years","211","p"
"2020W03","Croatia","Number","Total","90 years or over","126","p"
"2020W03","Italy","Number","Total","Total","13,938","p"
"2020W03","Italy","Number","Total","From 75 to 79 years","1,519","p"
"2020W03","Italy","Number","Total","From 80 to 84 years","2,484","p"
"2020W03","Italy","Number","Total","From 85 to 89 years","3,041","p"
"2020W03","Italy","Number","Total","90 years or over","3,716","p"
"2020W03","Cyprus","Number","Total","Total","161","p"
"2020W03","Cyprus","Number","Total","From 75 to 79 years","24","p"
"2020W03","Cyprus","Number","Total","From 80 to 84 years","27","p"
"2020W03","Cyprus","Number","Total","From 85 to 89 years","35","p"
"2020W03","Cyprus","Number","Total","90 years or over","28","p"
"2020W03","Latvia","Number","Total","Total","538","p"
"2020W03","Latvia","Number","Total","From 75 to 79 years","75","p"
"2020W03","Latvia","Number","Total","From 80 to 84 years","91","p"
"2020W03","Latvia","Number","Total","From 85 to 89 years","82","p"
"2020W03","Latvia","Number","Total","90 years or over","72","p"
"2020W03","Lithuania","Number","Total","Total","787","p"
"2020W03","Lithuania","Number","Total","From 75 to 79 years","105","p"
"2020W03","Lithuania","Number","Total","From 80 to 84 years","137","p"
"2020W03","Lithuania","Number","Total","From 85 to 89 years","129","p"
"2020W03","Lithuania","Number","Total","90 years or over","110","p"
"2020W03","Luxembourg","Number","Total","Total","90","p"
"2020W03","Luxembourg","Number","Total","From 75 to 79 years","11","p"
"2020W03","Luxembourg","Number","Total","From 80 to 84 years","16","p"
"2020W03","Luxembourg","Number","Total","From 85 to 89 years","15","p"
"2020W03","Luxembourg","Number","Total","90 years or over","18","p"
"2020W03","Hungary","Number","Total","Total","2,582","p"
"2020W03","Hungary","Number","Total","From 75 to 79 years","374","p"
"2020W03","Hungary","Number","Total","From 80 to 84 years","414","p"
"2020W03","Hungary","Number","Total","From 85 to 89 years","364","p"
"2020W03","Hungary","Number","Total","90 years or over","308","p"
"2020W03","Malta","Number","Total","Total","107","p"
"2020W03","Malta","Number","Total","From 75 to 79 years","10","p"
"2020W03","Malta","Number","Total","From 80 to 84 years","21","p"
"2020W03","Malta","Number","Total","From 85 to 89 years","22","p"
"2020W03","Malta","Number","Total","90 years or over","20","p"
"2020W03","Netherlands","Number","Total","Total","3,158","p"
"2020W03","Netherlands","Number","Total","From 75 to 79 years","384","p"
"2020W03","Netherlands","Number","Total","From 80 to 84 years","488","p"
"2020W03","Netherlands","Number","Total","From 85 to 89 years","576","p"
"2020W03","Netherlands","Number","Total","90 years or over","762","p"
"2020W03","Austria","Number","Total","Total","1,797","p"
"2020W03","Austria","Number","Total","From 75 to 79 years","275","p"
"2020W03","Austria","Number","Total","From 80 to 84 years","262","p"
"2020W03","Austria","Number","Total","From 85 to 89 years","315","p"
"2020W03","Austria","Number","Total","90 years or over","438","p"
"2020W03","Poland","Number","Total","Total","8,056","p"
"2020W03","Poland","Number","Total","From 75 to 79 years","765","p"
"2020W03","Poland","Number","Total","From 80 to 84 years","1,089","p"
"2020W03","Poland","Number","Total","From 85 to 89 years","1,222","p"
"2020W03","Poland","Number","Total","90 years or over","1,379","p"
"2020W03","Portugal","Number","Total","Total","2,762","p"
"2020W03","Portugal","Number","Total","From 75 to 79 years","264","p"
"2020W03","Portugal","Number","Total","From 80 to 84 years","502","p"
"2020W03","Portugal","Number","Total","From 85 to 89 years","608","p"
"2020W03","Portugal","Number","Total","90 years or over","660","p"
"2020W03","Romania","Number","Total","Total","5,389","p"
"2020W03","Romania","Number","Total","From 75 to 79 years","705","p"
"2020W03","Romania","Number","Total","From 80 to 84 years","972","p"
"2020W03","Romania","Number","Total","From 85 to 89 years","830","p"
"2020W03","Romania","Number","Total","90 years or over","505","p"
"2020W03","Slovenia","Number","Total","Total","429","p"
"2020W03","Slovenia","Number","Total","From 75 to 79 years","58","p"
"2020W03","Slovenia","Number","Total","From 80 to 84 years","63","p"
