"TIME","GEO","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2020W25","Czechia","Number","Total","90 years or over","281","p"
"2020W25","Denmark","Number","Total","Total","948","p"
"2020W25","Denmark","Number","Total","From 75 to 79 years","144","p"
"2020W25","Denmark","Number","Total","From 80 to 84 years","148","p"
"2020W25","Denmark","Number","Total","From 85 to 89 years","151","p"
"2020W25","Denmark","Number","Total","90 years or over","185","p"
"2020W25","Germany (until 1990 former territory of the FRG)","Number","Total","Total","16,392","p"
"2020W25","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W25","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,146","p"
"2020W25","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","2,934","p"
"2020W25","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,146","p"
"2020W25","Estonia","Number","Total","Total","277","p"
"2020W25","Estonia","Number","Total","From 75 to 79 years","27","p"
"2020W25","Estonia","Number","Total","From 80 to 84 years","37","p"
"2020W25","Estonia","Number","Total","From 85 to 89 years","54","p"
"2020W25","Estonia","Number","Total","90 years or over","44","p"
"2020W25","Greece","Number","Total","Total","2,353","p"
"2020W25","Greece","Number","Total","From 75 to 79 years","270","p"
"2020W25","Greece","Number","Total","From 80 to 84 years","419","p"
"2020W25","Greece","Number","Total","From 85 to 89 years","495","p"
"2020W25","Greece","Number","Total","90 years or over","557","p"
"2020W25","Spain","Number","Total","Total","6,938","p"
"2020W25","Spain","Number","Total","From 75 to 79 years","713","p"
"2020W25","Spain","Number","Total","From 80 to 84 years","1,061","p"
"2020W25","Spain","Number","Total","From 85 to 89 years","1,495","p"
"2020W25","Spain","Number","Total","90 years or over","1,716","p"
"2020W25","France","Number","Total","Total","10,703","p"
"2020W25","France","Number","Total","From 75 to 79 years","919","p"
"2020W25","France","Number","Total","From 80 to 84 years","1,420","p"
"2020W25","France","Number","Total","From 85 to 89 years","1,873","p"
"2020W25","France","Number","Total","90 years or over","3,033","p"
"2020W25","Croatia","Number","Total","Total","888","p"
"2020W25","Croatia","Number","Total","From 75 to 79 years","97","p"
"2020W25","Croatia","Number","Total","From 80 to 84 years","178","p"
"2020W25","Croatia","Number","Total","From 85 to 89 years","173","p"
"2020W25","Croatia","Number","Total","90 years or over","122","p"
"2020W25","Italy","Number","Total","Total","11,080","p"
"2020W25","Italy","Number","Total","From 75 to 79 years","1,223","p"
"2020W25","Italy","Number","Total","From 80 to 84 years","1,903","p"
"2020W25","Italy","Number","Total","From 85 to 89 years","2,383","p"
"2020W25","Italy","Number","Total","90 years or over","2,803","p"
"2020W25","Cyprus","Number","Total","Total","98","p"
"2020W25","Cyprus","Number","Total","From 75 to 79 years","11","p"
"2020W25","Cyprus","Number","Total","From 80 to 84 years","23","p"
"2020W25","Cyprus","Number","Total","From 85 to 89 years","18","p"
"2020W25","Cyprus","Number","Total","90 years or over","16","p"
"2020W25","Latvia","Number","Total","Total","499","p"
"2020W25","Latvia","Number","Total","From 75 to 79 years","76","p"
"2020W25","Latvia","Number","Total","From 80 to 84 years","74","p"
"2020W25","Latvia","Number","Total","From 85 to 89 years","74","p"
"2020W25","Latvia","Number","Total","90 years or over","56","p"
"2020W25","Lithuania","Number","Total","Total","760","p"
"2020W25","Lithuania","Number","Total","From 75 to 79 years","91","p"
"2020W25","Lithuania","Number","Total","From 80 to 84 years","118","p"
"2020W25","Lithuania","Number","Total","From 85 to 89 years","118","p"
"2020W25","Lithuania","Number","Total","90 years or over","109","p"
"2020W25","Luxembourg","Number","Total","Total","78","p"
"2020W25","Luxembourg","Number","Total","From 75 to 79 years","9","p"
"2020W25","Luxembourg","Number","Total","From 80 to 84 years","10","p"
"2020W25","Luxembourg","Number","Total","From 85 to 89 years","19","p"
"2020W25","Luxembourg","Number","Total","90 years or over","12","p"
"2020W25","Hungary","Number","Total","Total","2,071","p"
"2020W25","Hungary","Number","Total","From 75 to 79 years","279","p"
"2020W25","Hungary","Number","Total","From 80 to 84 years","300","p"
"2020W25","Hungary","Number","Total","From 85 to 89 years","265","p"
"2020W25","Hungary","Number","Total","90 years or over","214","p"
"2020W25","Malta","Number","Total","Total","61","p"
"2020W25","Malta","Number","Total","From 75 to 79 years","7","p"
"2020W25","Malta","Number","Total","From 80 to 84 years","12","p"
"2020W25","Malta","Number","Total","From 85 to 89 years","10","p"
"2020W25","Malta","Number","Total","90 years or over","13","p"
"2020W25","Netherlands","Number","Total","Total","2,695","p"
"2020W25","Netherlands","Number","Total","From 75 to 79 years","321","p"
"2020W25","Netherlands","Number","Total","From 80 to 84 years","439","p"
"2020W25","Netherlands","Number","Total","From 85 to 89 years","477","p"
"2020W25","Netherlands","Number","Total","90 years or over","548","p"
"2020W25","Austria","Number","Total","Total","1,413","p"
"2020W25","Austria","Number","Total","From 75 to 79 years","183","p"
"2020W25","Austria","Number","Total","From 80 to 84 years","208","p"
"2020W25","Austria","Number","Total","From 85 to 89 years","265","p"
"2020W25","Austria","Number","Total","90 years or over","326","p"
"2020W25","Poland","Number","Total","Total","7,393","p"
"2020W25","Poland","Number","Total","From 75 to 79 years","693","p"
"2020W25","Poland","Number","Total","From 80 to 84 years","1,032","p"
"2020W25","Poland","Number","Total","From 85 to 89 years","1,110","p"
"2020W25","Poland","Number","Total","90 years or over","1,164","p"
"2020W25","Portugal","Number","Total","Total","1,935","p"
"2020W25","Portugal","Number","Total","From 75 to 79 years","204","p"
"2020W25","Portugal","Number","Total","From 80 to 84 years","337","p"
"2020W25","Portugal","Number","Total","From 85 to 89 years","378","p"
"2020W25","Portugal","Number","Total","90 years or over","416","p"
"2020W25","Romania","Number","Total","Total","4,672","p"
"2020W25","Romania","Number","Total","From 75 to 79 years","569","p"
"2020W25","Romania","Number","Total","From 80 to 84 years","780","p"
"2020W25","Romania","Number","Total","From 85 to 89 years","710","p"
"2020W25","Romania","Number","Total","90 years or over","446","p"
"2020W25","Slovenia","Number","Total","Total","373","p"
"2020W25","Slovenia","Number","Total","From 75 to 79 years","63","p"
"2020W25","Slovenia","Number","Total","From 80 to 84 years","63","p"
"2020W25","Slovenia","Number","Total","From 85 to 89 years","70","p"
"2020W25","Slovenia","Number","Total","90 years or over","59","p"
"2020W25","Slovakia","Number","Total","Total","899","p"
"2020W25","Slovakia","Number","Total","From 75 to 79 years","131","p"
"2020W25","Slovakia","Number","Total","From 80 to 84 years","128","p"
"2020W25","Slovakia","Number","Total","From 85 to 89 years","119","p"
"2020W25","Slovakia","Number","Total","90 years or over","106","p"
"2020W25","Finland","Number","Total","Total","1,067","p"
"2020W25","Finland","Number","Total","From 75 to 79 years","135","p"
"2020W25","Finland","Number","Total","From 80 to 84 years","160","p"
"2020W25","Finland","Number","Total","From 85 to 89 years","184","p"
"2020W25","Finland","Number","Total","90 years or over","219","p"
"2020W25","Sweden","Number","Total","Total","1,670","p"
"2020W25","Sweden","Number","Total","From 75 to 79 years","231","p"
"2020W25","Sweden","Number","Total","From 80 to 84 years","306","p"
"2020W25","Sweden","Number","Total","From 85 to 89 years","299","p"
"2020W25","Sweden","Number","Total","90 years or over","406","p"
"2020W25","United Kingdom","Number","Total","Total","10,690","p"
"2020W25","United Kingdom","Number","Total","From 75 to 79 years","1,313","p"
"2020W25","United Kingdom","Number","Total","From 80 to 84 years","1,799","p"
"2020W25","United Kingdom","Number","Total","From 85 to 89 years","1,808","p"
"2020W25","United Kingdom","Number","Total","90 years or over","2,147","p"
"2020W25","Iceland","Number","Total","Total","31","p"
"2020W25","Iceland","Number","Total","From 75 to 79 years","2","p"
"2020W25","Iceland","Number","Total","From 80 to 84 years","6","p"
"2020W25","Iceland","Number","Total","From 85 to 89 years","5","p"
"2020W25","Iceland","Number","Total","90 years or over","3","p"
"2020W25","Liechtenstein","Number","Total","Total","4","p"
"2020W25","Liechtenstein","Number","Total","From 75 to 79 years","1","p"
"2020W25","Liechtenstein","Number","Total","From 80 to 84 years","0","p"
"2020W25","Liechtenstein","Number","Total","From 85 to 89 years","2","p"
"2020W25","Liechtenstein","Number","Total","90 years or over","1","p"
"2020W25","Norway","Number","Total","Total","739","p"
"2020W25","Norway","Number","Total","From 75 to 79 years","99","p"
"2020W25","Norway","Number","Total","From 80 to 84 years","101","p"
"2020W25","Norway","Number","Total","From 85 to 89 years","120","p"
"2020W25","Norway","Number","Total","90 years or over","190","p"
"2020W25","Switzerland","Number","Total","Total","1,146","p"
"2020W25","Switzerland","Number","Total","From 75 to 79 years","132","p"
"2020W25","Switzerland","Number","Total","From 80 to 84 years","156","p"
"2020W25","Switzerland","Number","Total","From 85 to 89 years","225","p"
"2020W25","Switzerland","Number","Total","90 years or over","310","p"
"2020W25","Montenegro","Number","Total","Total","101","p"
"2020W25","Montenegro","Number","Total","From 75 to 79 years","11","p"
"2020W25","Montenegro","Number","Total","From 80 to 84 years","21","p"
"2020W25","Montenegro","Number","Total","From 85 to 89 years","20","p"
"2020W25","Montenegro","Number","Total","90 years or over","6","p"
"2020W25","Albania","Number","Total","Total","380","p"
"2020W25","Albania","Number","Total","From 75 to 79 years","53","p"
"2020W25","Albania","Number","Total","From 80 to 84 years","70","p"
"2020W25","Albania","Number","Total","From 85 to 89 years","51","p"
"2020W25","Albania","Number","Total","90 years or over","38","p"
"2020W25","Serbia","Number","Total","Total","1,777","p"
"2020W25","Serbia","Number","Total","From 75 to 79 years","252","p"
"2020W25","Serbia","Number","Total","From 80 to 84 years","295","p"
"2020W25","Serbia","Number","Total","From 85 to 89 years","284","p"
"2020W25","Serbia","Number","Total","90 years or over","143","p"
"2020W26","Belgium","Number","Total","Total","1,971","p"
"2020W26","Belgium","Number","Total","From 75 to 79 years","207","p"
"2020W26","Belgium","Number","Total","From 80 to 84 years","297","p"
"2020W26","Belgium","Number","Total","From 85 to 89 years","386","p"
"2020W26","Belgium","Number","Total","90 years or over","419","p"
"2020W26","Bulgaria","Number","Total","Total","1,899","p"
"2020W26","Bulgaria","Number","Total","From 75 to 79 years","264","p"
"2020W26","Bulgaria","Number","Total","From 80 to 84 years","270","p"
"2020W26","Bulgaria","Number","Total","From 85 to 89 years","279","p"
"2020W26","Bulgaria","Number","Total","90 years or over","193","p"
"2020W26","Czechia","Number","Total","Total","2,081","p"
"2020W26","Czechia","Number","Total","From 75 to 79 years","277","p"
"2020W26","Czechia","Number","Total","From 80 to 84 years","324","p"
"2020W26","Czechia","Number","Total","From 85 to 89 years","301","p"
"2020W26","Czechia","Number","Total","90 years or over","304","p"
"2020W26","Denmark","Number","Total","Total","984","p"
"2020W26","Denmark","Number","Total","From 75 to 79 years","153","p"
"2020W26","Denmark","Number","Total","From 80 to 84 years","165","p"
"2020W26","Denmark","Number","Total","From 85 to 89 years","159","p"
"2020W26","Denmark","Number","Total","90 years or over","180","p"
"2020W26","Germany (until 1990 former territory of the FRG)","Number","Total","Total","17,282","p"
"2020W26","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W26","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,310","p"
"2020W26","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,177","p"
"2020W26","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,414","p"
"2020W26","Estonia","Number","Total","Total","293","p"
"2020W26","Estonia","Number","Total","From 75 to 79 years","31","p"
"2020W26","Estonia","Number","Total","From 80 to 84 years","38","p"
"2020W26","Estonia","Number","Total","From 85 to 89 years","58","p"
"2020W26","Estonia","Number","Total","90 years or over","42","p"
"2020W26","Greece","Number","Total","Total","2,181","p"
"2020W26","Greece","Number","Total","From 75 to 79 years","252","p"
"2020W26","Greece","Number","Total","From 80 to 84 years","368","p"
"2020W26","Greece","Number","Total","From 85 to 89 years","485","p"
"2020W26","Greece","Number","Total","90 years or over","480","p"
"2020W26","Spain","Number","Total","Total","7,400","p"
"2020W26","Spain","Number","Total","From 75 to 79 years","787","p"
"2020W26","Spain","Number","Total","From 80 to 84 years","1,067","p"
"2020W26","Spain","Number","Total","From 85 to 89 years","1,503","p"
"2020W26","Spain","Number","Total","90 years or over","1,953","p"
"2020W26","France","Number","Total","Total","11,373","p"
"2020W26","France","Number","Total","From 75 to 79 years","937","p"
"2020W26","France","Number","Total","From 80 to 84 years","1,420","p"
"2020W26","France","Number","Total","From 85 to 89 years","2,029","p"
"2020W26","France","Number","Total","90 years or over","3,253","p"
"2020W26","Croatia","Number","Total","Total","929","p"
"2020W26","Croatia","Number","Total","From 75 to 79 years","145","p"
"2020W26","Croatia","Number","Total","From 80 to 84 years","174","p"
"2020W26","Croatia","Number","Total","From 85 to 89 years","179","p"
"2020W26","Croatia","Number","Total","90 years or over","117","p"
"2020W26","Italy","Number","Total","Total","12,020","p"
"2020W26","Italy","Number","Total","From 75 to 79 years","1,339","p"
"2020W26","Italy","Number","Total","From 80 to 84 years","2,050","p"
"2020W26","Italy","Number","Total","From 85 to 89 years","2,575","p"
"2020W26","Italy","Number","Total","90 years or over","3,188","p"
"2020W26","Cyprus","Number","Total","Total","100","p"
"2020W26","Cyprus","Number","Total","From 75 to 79 years","10","p"
"2020W26","Cyprus","Number","Total","From 80 to 84 years","25","p"
"2020W26","Cyprus","Number","Total","From 85 to 89 years","11","p"
"2020W26","Cyprus","Number","Total","90 years or over","15","p"
"2020W26","Latvia","Number","Total","Total","479","p"
"2020W26","Latvia","Number","Total","From 75 to 79 years","70","p"
"2020W26","Latvia","Number","Total","From 80 to 84 years","64","p"
"2020W26","Latvia","Number","Total","From 85 to 89 years","85","p"
"2020W26","Latvia","Number","Total","90 years or over","71","p"
"2020W26","Lithuania","Number","Total","Total","808","p"
"2020W26","Lithuania","Number","Total","From 75 to 79 years","99","p"
"2020W26","Lithuania","Number","Total","From 80 to 84 years","118","p"
"2020W26","Lithuania","Number","Total","From 85 to 89 years","127","p"
"2020W26","Lithuania","Number","Total","90 years or over","94","p"
"2020W26","Luxembourg","Number","Total","Total","68","p"
"2020W26","Luxembourg","Number","Total","From 75 to 79 years","4","p"
"2020W26","Luxembourg","Number","Total","From 80 to 84 years","3","p"
"2020W26","Luxembourg","Number","Total","From 85 to 89 years","12","p"
"2020W26","Luxembourg","Number","Total","90 years or over","16","p"
"2020W26","Hungary","Number","Total","Total","2,262","p"
"2020W26","Hungary","Number","Total","From 75 to 79 years","328","p"
"2020W26","Hungary","Number","Total","From 80 to 84 years","305","p"
"2020W26","Hungary","Number","Total","From 85 to 89 years","325","p"
"2020W26","Hungary","Number","Total","90 years or over","228","p"
"2020W26","Malta","Number","Total","Total","47","p"
"2020W26","Malta","Number","Total","From 75 to 79 years","11","p"
"2020W26","Malta","Number","Total","From 80 to 84 years","4","p"
"2020W26","Malta","Number","Total","From 85 to 89 years","8","p"
"2020W26","Malta","Number","Total","90 years or over","12","p"
"2020W26","Netherlands","Number","Total","Total","2,661","p"
"2020W26","Netherlands","Number","Total","From 75 to 79 years","322","p"
"2020W26","Netherlands","Number","Total","From 80 to 84 years","422","p"
"2020W26","Netherlands","Number","Total","From 85 to 89 years","470","p"
"2020W26","Netherlands","Number","Total","90 years or over","559","p"
"2020W26","Austria","Number","Total","Total","1,437","p"
"2020W26","Austria","Number","Total","From 75 to 79 years","193","p"
"2020W26","Austria","Number","Total","From 80 to 84 years","204","p"
"2020W26","Austria","Number","Total","From 85 to 89 years","267","p"
"2020W26","Austria","Number","Total","90 years or over","341","p"
"2020W26","Poland","Number","Total","Total","7,370","p"
"2020W26","Poland","Number","Total","From 75 to 79 years","705","p"
"2020W26","Poland","Number","Total","From 80 to 84 years","1,009","p"
"2020W26","Poland","Number","Total","From 85 to 89 years","1,112","p"
"2020W26","Poland","Number","Total","90 years or over","1,068","p"
"2020W26","Portugal","Number","Total","Total","2,117","p"
"2020W26","Portugal","Number","Total","From 75 to 79 years","235","p"
"2020W26","Portugal","Number","Total","From 80 to 84 years","354","p"
"2020W26","Portugal","Number","Total","From 85 to 89 years","411","p"
"2020W26","Portugal","Number","Total","90 years or over","445","p"
"2020W26","Romania","Number","Total","Total","4,824","p"
"2020W26","Romania","Number","Total","From 75 to 79 years","619","p"
"2020W26","Romania","Number","Total","From 80 to 84 years","830","p"
"2020W26","Romania","Number","Total","From 85 to 89 years","660","p"
"2020W26","Romania","Number","Total","90 years or over","464","p"
"2020W26","Slovenia","Number","Total","Total","406","p"
"2020W26","Slovenia","Number","Total","From 75 to 79 years","40","p"
"2020W26","Slovenia","Number","Total","From 80 to 84 years","75","p"
"2020W26","Slovenia","Number","Total","From 85 to 89 years","60","p"
"2020W26","Slovenia","Number","Total","90 years or over","79","p"
"2020W26","Slovakia","Number","Total","Total","934","p"
"2020W26","Slovakia","Number","Total","From 75 to 79 years","126","p"
"2020W26","Slovakia","Number","Total","From 80 to 84 years","134","p"
"2020W26","Slovakia","Number","Total","From 85 to 89 years","130","p"
"2020W26","Slovakia","Number","Total","90 years or over","80","p"
"2020W26","Finland","Number","Total","Total","1,021","p"
"2020W26","Finland","Number","Total","From 75 to 79 years","111","p"
"2020W26","Finland","Number","Total","From 80 to 84 years","152","p"
"2020W26","Finland","Number","Total","From 85 to 89 years","179","p"
"2020W26","Finland","Number","Total","90 years or over","210","p"
"2020W26","Sweden","Number","Total","Total","1,674","p"
"2020W26","Sweden","Number","Total","From 75 to 79 years","222","p"
"2020W26","Sweden","Number","Total","From 80 to 84 years","262","p"
"2020W26","Sweden","Number","Total","From 85 to 89 years","315","p"
"2020W26","Sweden","Number","Total","90 years or over","448","p"
"2020W26","United Kingdom","Number","Total","Total","10,270","p"
"2020W26","United Kingdom","Number","Total","From 75 to 79 years","1,339","p"
"2020W26","United Kingdom","Number","Total","From 80 to 84 years","1,655","p"
"2020W26","United Kingdom","Number","Total","From 85 to 89 years","1,763","p"
"2020W26","United Kingdom","Number","Total","90 years or over","2,037","p"
"2020W26","Iceland","Number","Total","Total","34","p"
"2020W26","Iceland","Number","Total","From 75 to 79 years","1","p"
"2020W26","Iceland","Number","Total","From 80 to 84 years","5","p"
"2020W26","Iceland","Number","Total","From 85 to 89 years","4","p"
"2020W26","Iceland","Number","Total","90 years or over","7","p"
"2020W26","Liechtenstein","Number","Total","Total","2","p"
"2020W26","Liechtenstein","Number","Total","From 75 to 79 years","0","p"
"2020W26","Liechtenstein","Number","Total","From 80 to 84 years","0","p"
"2020W26","Liechtenstein","Number","Total","From 85 to 89 years","0","p"
"2020W26","Liechtenstein","Number","Total","90 years or over","1","p"
"2020W26","Norway","Number","Total","Total","683","p"
"2020W26","Norway","Number","Total","From 75 to 79 years","93","p"
"2020W26","Norway","Number","Total","From 80 to 84 years","93","p"
"2020W26","Norway","Number","Total","From 85 to 89 years","108","p"
"2020W26","Norway","Number","Total","90 years or over","161","p"
"2020W26","Switzerland","Number","Total","Total","1,174","p"
"2020W26","Switzerland","Number","Total","From 75 to 79 years","135","p"
"2020W26","Switzerland","Number","Total","From 80 to 84 years","178","p"
"2020W26","Switzerland","Number","Total","From 85 to 89 years","228","p"
"2020W26","Switzerland","Number","Total","90 years or over","292","p"
"2020W26","Montenegro","Number","Total","Total","115","p"
"2020W26","Montenegro","Number","Total","From 75 to 79 years","19","p"
"2020W26","Montenegro","Number","Total","From 80 to 84 years","24","p"
"2020W26","Montenegro","Number","Total","From 85 to 89 years","10","p"
"2020W26","Montenegro","Number","Total","90 years or over","9","p"
"2020W26","Albania","Number","Total","Total","289","p"
"2020W26","Albania","Number","Total","From 75 to 79 years","42","p"
"2020W26","Albania","Number","Total","From 80 to 84 years","69","p"
"2020W26","Albania","Number","Total","From 85 to 89 years","41","p"
"2020W26","Albania","Number","Total","90 years or over","28","p"
"2020W26","Serbia","Number","Total","Total","1,865","p"
"2020W26","Serbia","Number","Total","From 75 to 79 years","240","p"
"2020W26","Serbia","Number","Total","From 80 to 84 years","344","p"
"2020W26","Serbia","Number","Total","From 85 to 89 years","293","p"
"2020W26","Serbia","Number","Total","90 years or over","145","p"
"2020W27","Belgium","Number","Total","Total","1,772","p"
"2020W27","Belgium","Number","Total","From 75 to 79 years","174","p"
"2020W27","Belgium","Number","Total","From 80 to 84 years","271","p"
"2020W27","Belgium","Number","Total","From 85 to 89 years","343","p"
"2020W27","Belgium","Number","Total","90 years or over","400","p"
"2020W27","Bulgaria","Number","Total","Total","2,136","p"
"2020W27","Bulgaria","Number","Total","From 75 to 79 years","319","p"
"2020W27","Bulgaria","Number","Total","From 80 to 84 years","322","p"
"2020W27","Bulgaria","Number","Total","From 85 to 89 years","332","p"
"2020W27","Bulgaria","Number","Total","90 years or over","221","p"
"2020W27","Czechia","Number","Total","Total","2,108","p"
"2020W27","Czechia","Number","Total","From 75 to 79 years","283","p"
"2020W27","Czechia","Number","Total","From 80 to 84 years","318","p"
"2020W27","Czechia","Number","Total","From 85 to 89 years","326","p"
"2020W27","Czechia","Number","Total","90 years or over","301","p"
"2020W27","Denmark","Number","Total","Total","996","p"
"2020W27","Denmark","Number","Total","From 75 to 79 years","153","p"
"2020W27","Denmark","Number","Total","From 80 to 84 years","142","p"
"2020W27","Denmark","Number","Total","From 85 to 89 years","159","p"
"2020W27","Denmark","Number","Total","90 years or over","195","p"
"2020W27","Germany (until 1990 former territory of the FRG)","Number","Total","Total","16,433","p"
"2020W27","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W27","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,119","p"
"2020W27","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","2,946","p"
"2020W27","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,143","p"
"2020W27","Estonia","Number","Total","Total","271","p"
"2020W27","Estonia","Number","Total","From 75 to 79 years","24","p"
"2020W27","Estonia","Number","Total","From 80 to 84 years","36","p"
"2020W27","Estonia","Number","Total","From 85 to 89 years","36","p"
"2020W27","Estonia","Number","Total","90 years or over","48","p"
"2020W27","Greece","Number","Total","Total","2,671","p"
"2020W27","Greece","Number","Total","From 75 to 79 years","260","p"
"2020W27","Greece","Number","Total","From 80 to 84 years","488","p"
"2020W27","Greece","Number","Total","From 85 to 89 years","620","p"
"2020W27","Greece","Number","Total","90 years or over","607","p"
"2020W27","Spain","Number","Total","Total","7,841","p"
"2020W27","Spain","Number","Total","From 75 to 79 years","780","p"
"2020W27","Spain","Number","Total","From 80 to 84 years","1,153","p"
"2020W27","Spain","Number","Total","From 85 to 89 years","1,648","p"
"2020W27","Spain","Number","Total","90 years or over","1,996","p"
"2020W27","France","Number","Total","Total","10,275","p"
"2020W27","France","Number","Total","From 75 to 79 years","914","p"
"2020W27","France","Number","Total","From 80 to 84 years","1,254","p"
"2020W27","France","Number","Total","From 85 to 89 years","1,789","p"
"2020W27","France","Number","Total","90 years or over","2,798","p"
"2020W27","Croatia","Number","Total","Total","969","p"
"2020W27","Croatia","Number","Total","From 75 to 79 years","114","p"
"2020W27","Croatia","Number","Total","From 80 to 84 years","196","p"
"2020W27","Croatia","Number","Total","From 85 to 89 years","193","p"
"2020W27","Croatia","Number","Total","90 years or over","129","p"
"2020W27","Italy","Number","Total","Total","12,326","p"
"2020W27","Italy","Number","Total","From 75 to 79 years","1,330","p"
"2020W27","Italy","Number","Total","From 80 to 84 years","2,154","p"
"2020W27","Italy","Number","Total","From 85 to 89 years","2,669","p"
"2020W27","Italy","Number","Total","90 years or over","3,207","p"
"2020W27","Cyprus","Number","Total","Total","113","p"
"2020W27","Cyprus","Number","Total","From 75 to 79 years","10","p"
"2020W27","Cyprus","Number","Total","From 80 to 84 years","23","p"
"2020W27","Cyprus","Number","Total","From 85 to 89 years","13","p"
"2020W27","Cyprus","Number","Total","90 years or over","17","p"
"2020W27","Latvia","Number","Total","Total","605","p"
"2020W27","Latvia","Number","Total","From 75 to 79 years","85","p"
"2020W27","Latvia","Number","Total","From 80 to 84 years","96","p"
"2020W27","Latvia","Number","Total","From 85 to 89 years","99","p"
"2020W27","Latvia","Number","Total","90 years or over","80","p"
"2020W27","Lithuania","Number","Total","Total","688","p"
"2020W27","Lithuania","Number","Total","From 75 to 79 years","81","p"
"2020W27","Lithuania","Number","Total","From 80 to 84 years","119","p"
"2020W27","Lithuania","Number","Total","From 85 to 89 years","108","p"
"2020W27","Lithuania","Number","Total","90 years or over","71","p"
"2020W27","Luxembourg","Number","Total","Total","71","p"
"2020W27","Luxembourg","Number","Total","From 75 to 79 years","5","p"
"2020W27","Luxembourg","Number","Total","From 80 to 84 years","9","p"
"2020W27","Luxembourg","Number","Total","From 85 to 89 years","14","p"
"2020W27","Luxembourg","Number","Total","90 years or over","19","p"
"2020W27","Hungary","Number","Total","Total","2,314","p"
"2020W27","Hungary","Number","Total","From 75 to 79 years","343","p"
"2020W27","Hungary","Number","Total","From 80 to 84 years","335","p"
"2020W27","Hungary","Number","Total","From 85 to 89 years","329","p"
"2020W27","Hungary","Number","Total","90 years or over","260","p"
"2020W27","Malta","Number","Total","Total","69","p"
"2020W27","Malta","Number","Total","From 75 to 79 years","9","p"
"2020W27","Malta","Number","Total","From 80 to 84 years","12","p"
"2020W27","Malta","Number","Total","From 85 to 89 years","15","p"
"2020W27","Malta","Number","Total","90 years or over","16","p"
"2020W27","Netherlands","Number","Total","Total","2,639","p"
"2020W27","Netherlands","Number","Total","From 75 to 79 years","335","p"
"2020W27","Netherlands","Number","Total","From 80 to 84 years","416","p"
"2020W27","Netherlands","Number","Total","From 85 to 89 years","479","p"
"2020W27","Netherlands","Number","Total","90 years or over","532","p"
"2020W27","Austria","Number","Total","Total","1,561","p"
"2020W27","Austria","Number","Total","From 75 to 79 years","188","p"
"2020W27","Austria","Number","Total","From 80 to 84 years","242","p"
"2020W27","Austria","Number","Total","From 85 to 89 years","284","p"
"2020W27","Austria","Number","Total","90 years or over","342","p"
"2020W27","Poland","Number","Total","Total","7,654","p"
"2020W27","Poland","Number","Total","From 75 to 79 years","748","p"
"2020W27","Poland","Number","Total","From 80 to 84 years","1,005","p"
"2020W27","Poland","Number","Total","From 85 to 89 years","1,141","p"
"2020W27","Poland","Number","Total","90 years or over","1,145","p"
"2020W27","Portugal","Number","Total","Total","2,053","p"
"2020W27","Portugal","Number","Total","From 75 to 79 years","255","p"
"2020W27","Portugal","Number","Total","From 80 to 84 years","349","p"
"2020W27","Portugal","Number","Total","From 85 to 89 years","378","p"
"2020W27","Portugal","Number","Total","90 years or over","420","p"
"2020W27","Romania","Number","Total","Total","5,274","p"
"2020W27","Romania","Number","Total","From 75 to 79 years","645","p"
"2020W27","Romania","Number","Total","From 80 to 84 years","932","p"
"2020W27","Romania","Number","Total","From 85 to 89 years","804","p"
"2020W27","Romania","Number","Total","90 years or over","515","p"
"2020W27","Slovenia","Number","Total","Total","369","p"
"2020W27","Slovenia","Number","Total","From 75 to 79 years","43","p"
"2020W27","Slovenia","Number","Total","From 80 to 84 years","68","p"
"2020W27","Slovenia","Number","Total","From 85 to 89 years","58","p"
"2020W27","Slovenia","Number","Total","90 years or over","75","p"
"2020W27","Slovakia","Number","Total","Total","981","p"
"2020W27","Slovakia","Number","Total","From 75 to 79 years","117","p"
"2020W27","Slovakia","Number","Total","From 80 to 84 years","141","p"
"2020W27","Slovakia","Number","Total","From 85 to 89 years","139","p"
"2020W27","Slovakia","Number","Total","90 years or over","98","p"
"2020W27","Finland","Number","Total","Total","997","p"
"2020W27","Finland","Number","Total","From 75 to 79 years","107","p"
"2020W27","Finland","Number","Total","From 80 to 84 years","171","p"
"2020W27","Finland","Number","Total","From 85 to 89 years","166","p"
"2020W27","Finland","Number","Total","90 years or over","244","p"
"2020W27","Sweden","Number","Total","Total","1,565","p"
"2020W27","Sweden","Number","Total","From 75 to 79 years","226","p"
"2020W27","Sweden","Number","Total","From 80 to 84 years","265","p"
